frame_id,steering_angle
1479425441182877835,0.19226
1479425441232704425,0.13924
1479425441282730750,0.117308
1479425441332806714,0.0740429
1479425441382790272,0.104252
1479425441432724303,0.154733
1479425441482746958,0.253384
1479425441532802506,0.303422
1479425441582725165,0.408939
1479425441632720892,0.439792
1479425441682732948,0.277418
1479425441732800574,0.309392
1479425441782737331,0.252398
1479425441832816004,0.269791
1479425441882830087,0.207774
1479425441932849879,0.290893
1479425441982783223,0.434668
1479425442032874172,0.66816
1479425442082758552,0.75511
1479425442132852121,0.918365
1479425442182761838,0.75511
1479425442232828524,0.591855
1479425442282862682,0.531355
1479425442332893792,0.431951
1479425442382858459,0.458114
1479425442432797491,0.651031
1479425442482899263,0.526242
1479425442532771570,0.401453
1479425442582809345,0.639789
1479425442632821093,0.588043
1479425442682747552,0.562999
1479425442732806572,0.644046
1479425442782862182,0.562999
1479425442832833025,0.481953
1479425442882822631,0.562745
1479425442932809867,0.485251
1479425442982805056,0.506617
1479425443032823520,0.485251
1479425443082812203,0.386423
1479425443132827444,0.223995
1479425443182854411,0.396812
1479425443232861030,0.223995
1479425443282879357,0.0511788
1479425443332896491,-0.121638
1479425443382879593,-0.294455
1479425443432903742,-0.467271
1479425443483016593,-0.640088
1479425443533017775,-0.667
1479425443582977575,-0.693912
1479425443632945821,-0.720825
1479425443682982187,-0.747737
1479425443732869219,-0.802097
1479425443782898808,-0.856458
1479425443833012205,-0.910818
1479425443882914607,-0.965179
1479425443933132143,-1.01954
1479425443983182782,-1.0739
1479425444033115695,-1.12826
1479425444083198332,-1.18262
1479425444133127546,-1.23698
1479425444183146275,-1.29134
1479425444233201168,-1.3457
1479425444283138737,-1.40006
1479425444333229360,-1.45442
1479425444383185181,-1.50878
1479425444434593057,-1.56314
1479425444483190972,-1.6175
1479425444533172421,-1.67187
1479425444583259948,-1.72623
1479425444633286162,-1.78059
1479425444683294213,-1.83495
1479425444733253036,-1.88931
1479425444783291032,-1.94367
1479425444833288592,-1.99803
1479425444883283220,-2.05239
1479425444933328937,-2.10675
1479425444983260437,-2.16111
1479425445033271766,-2.21547
1479425445083281310,-2.26983
1479425445133336475,-2.32419
1479425445183328558,-2.37855
1479425445233404698,-2.43291
1479425445283448582,-2.48727
1479425445333367499,-2.54163
1479425445383326348,-2.596
1479425445433499090,-2.65036
1479425445483382125,-2.70472
1479425445533489877,-2.75908
1479425445583437918,-2.81344
1479425445633423016,-2.8678
1479425445683329266,-2.92216
1479425445733403939,-2.97652
1479425445783307622,-3.03088
1479425445833353168,-3.08524
1479425445883484127,-3.1396
1479425445933390665,-3.19396
1479425445983503068,-3.24832
1479425446033440044,-3.30268
1479425446083426096,-3.35704
1479425446133410346,-3.4114
1479425446183468695,-3.46577
1479425446233463132,-3.52013
1479425446283447100,-3.57449
1479425446333431175,-3.62885
1479425446383424337,-3.68321
1479425446433457370,-3.73757
1479425446483371405,-3.79193
1479425446533500137,-3.84629
1479425446583477115,-3.90065
1479425446633522506,-3.95501
1479425446683589238,-4.00937
1479425446733573761,-4.06373
1479425446783611898,-4.11809
1479425446833546046,-4.17245
1479425446883533208,-4.22682
1479425446933547800,-4.28118
1479425446983608400,-4.33554
1479425447033578750,-4.3899
1479425447083596868,-4.44426
1479425447133467484,-4.49862
1479425447183549871,-4.55298
1479425447233486454,-4.60734
1479425447283725051,-4.6617
1479425447333693598,-4.71606
1479425447383620607,-4.77042
1479425447433621760,-4.82478
1479425447483674337,-4.87915
1479425447533663020,-4.93351
1479425447583646955,-4.98787
1479425447633645468,-5.04223
1479425447683675176,-5.09659
1479425447733726775,-5.15095
1479425447783780269,-5.20531
1479425447833680291,-5.25967
1479425447883694922,-5.31403
1479425447933701813,-5.36839
1479425447983829975,-5.42275
1479425448033742629,-5.47712
1479425448083725825,-5.53148
1479425448133784412,-5.58584
1479425448183782273,-5.6402
1479425448233780330,-5.69456
1479425448283749801,-5.74892
1479425448333826064,-5.80328
1479425448383792183,-5.85764
1479425448433778649,-5.912
1479425448483793143,-5.96636
1479425448533885890,-6.02072
1479425448583862227,-6.07508
1479425448633847925,-6.12945
1479425448683822662,-6.18381
1479425448733882312,-6.23817
1479425448783845387,-6.29253
1479425448833950015,-6.34689
1479425448883924440,-6.40125
1479425448933879663,-6.45561
1479425448983876216,-6.50997
1479425449034016614,-6.56433
1479425449083989539,-6.61869
1479425449134003281,-6.67305
1479425449183978806,-6.72742
1479425449233996144,-6.78178
1479425449283962329,-6.83614
1479425449333971165,-6.8905
1479425449383983954,-6.94486
1479425449434025534,-6.99922
1479425449483987552,-7.05358
1479425449534040093,-7.10794
1479425449584053959,-7.1623
1479425449634016171,-7.21666
1479425449684123260,-7.27102
1479425449734027001,-7.32538
1479425449784082050,-7.37975
1479425449834134569,-7.43411
1479425449884087282,-7.48847
1479425449934088214,-7.54283
1479425449984134982,-7.59719
1479425450034140940,-7.65155
1479425450084078501,-7.70591
1479425450134193600,-7.76027
1479425450184172865,-7.81463
1479425450234144378,-7.86899
1479425450284149775,-7.92335
1479425450334262000,-7.97772
1479425450384178750,-8.03208
1479425450434161961,-8.08644
1479425450484147791,-8.1408
1479425450534184818,-8.19516
1479425450584162450,-8.24952
1479425450634258305,-8.30388
1479425450684227110,-8.35824
1479425450734209984,-8.41261
1479425450784248908,-8.46697
1479425450834260421,-8.52133
1479425450884230583,-8.57569
1479425450934345661,-8.63005
1479425450984309065,-8.68441
1479425451034286630,-8.73877
1479425451084317905,-8.79313
1479425451134304083,-8.8475
1479425451184289528,-8.90186
1479425451234414501,-8.95622
1479425451284350407,-9.01058
1479425451334284259,-9.06494
1479425451384384161,-9.1193
1479425451434326964,-9.17366
1479425451484368953,-9.22803
1479425451534399242,-9.28239
1479425451584434387,-9.33675
1479425451634350263,-9.39111
1479425451684382956,-9.44547
1479425451734356975,-9.49983
1479425451784399230,-9.55419
1479425451834383177,-9.60855
1479425451884425416,-9.66292
1479425451934441674,-9.71728
1479425451984403693,-9.77164
1479425452034457721,-9.826
1479425452084417312,-9.88036
1479425452134520843,-9.93472
1479425452184466002,-9.98908
1479425452234335175,-10.0434
1479425452284375611,-10.0978
1479425452334564662,-10.1522
1479425452384627152,-10.2065
1479425452434545378,-10.2609
1479425452484609213,-10.3153
1479425452534553900,-10.3696
1479425452584569515,-10.424
1479425452634553611,-10.4783
1479425452684562980,-10.5327
1479425452734636836,-10.5871
1479425452784608361,-10.6414
1479425452834609980,-10.6958
1479425452884611953,-10.7501
1479425452934601849,-10.8045
1479425452984630588,-10.8589
1479425453034674381,-10.9132
1479425453084683167,-10.9676
1479425453134711461,-11.0219
1479425453184665706,-11.0763
1479425453234723205,-11.1307
1479425453284690109,-11.185
1479425453334712197,-11.2394
1479425453384695179,-11.2938
1479425453434771997,-11.3481
1479425453484719139,-11.4025
1479425453534887926,-11.4568
1479425453584746259,-11.5112
1479425453634743110,-11.5656
1479425453684792122,-11.6199
1479425453734799602,-11.6743
1479425453784765115,-11.7286
1479425453834837075,-11.783
1479425453884781104,-11.8374
1479425453934842652,-11.8917
1479425453984831513,-11.9461
1479425454034831660,-12.0005
1479425454084836219,-12.0548
1479425454134878742,-12.1092
1479425454184883542,-12.1635
1479425454234889377,-12.2179
1479425454284867819,-12.2723
1479425454334887035,-12.3266
1479425454384960133,-12.381
1479425454434866999,-12.4353
1479425454484877099,-12.4897
1479425454534965755,-12.5441
1479425454584960425,-12.5984
1479425454634985147,-12.6528
1479425454684962544,-12.7072
1479425454734974049,-12.7615
1479425454784969623,-12.8159
1479425454834992068,-12.8702
1479425454885024662,-12.9246
1479425454935000744,-12.979
1479425454985024030,-13.0333
1479425455034974159,-13.0877
1479425455084988816,-13.142
1479425455135196249,-13.1964
1479425455185043601,-13.2508
1479425455235022567,-13.3051
1479425455285050614,-13.3595
1479425455335094080,-13.4138
1479425455385076496,-13.4682
1479425455435061538,-13.5226
1479425455485082736,-13.5769
1479425455535127618,-13.6313
1479425455585094908,-13.6857
1479425455635124585,-13.74
1479425455685131513,-13.7944
1479425455735105758,-13.8487
